gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
1.0,0.0,1.0,0.0,0.26760563380281693,1.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.7039800995024875,0.2078986845141934
0.0,0.0,1.0,0.0,0.15492957746478872,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2751243781094527,0.0562139395338103
0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.3333333333333333,0.07412935323383085,0.22139395338102932
1.0,0.0,1.0,1.0,0.7605633802816901,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.3333333333333333,0.3681592039800995,0.35784675744288025
1.0,1.0,0.0,0.0,0.33802816901408456,1.0,1.0,0.5,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.872636815920398,0.30422917147472883
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.5691542288557214,0.006537041310870067
0.0,0.0,0.0,0.0,0.15492957746478872,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.014427860696517386,0.027936764366489727
1.0,0.0,1.0,0.0,0.22535211267605634,1.0,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.7159203980099502,0.16563004846526658
1.0,0.0,0.0,0.0,0.09859154929577466,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2676616915422885,0.04841910916224325
0.0,0.0,1.0,0.0,0.4507042253521127,1.0,1.0,0.5,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.8572139303482588,0.3912762520193861
0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9999999999999999,0.998574890376183
0.0,0.0,1.0,1.0,0.5633802816901409,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.6134328358208956,0.3816524348026771
1.0,0.0,0.0,0.0,0.18309859154929578,1.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.7134328358208956,0.1338102930994692
0.0,0.0,0.0,0.0,0.5633802816901409,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5611940298507463,0.3544714978075237
0.0,1.0,0.0,0.0,0.6338028169014085,1.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0,1.0,0.5,0.0,0.3333333333333333,0.7661691542288557,0.5083544888068313
1.0,0.0,0.0,0.0,0.014084507042253521,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3597014925373134,0.010996999769213017
1.0,0.0,0.0,0.0,0.014084507042253521,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5218905472636816,0.012739441495499652
0.0,0.0,1.0,0.0,0.02816901408450704,1.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.7656716417910447,0.03162358642972537
1.0,0.0,1.0,0.0,0.014084507042253521,1.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.7557213930348259,0.01715901223171013
1.0,1.0,0.0,0.0,0.14084507042253522,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.417910447761194,0.07433071774751905
0.0,1.0,1.0,0.0,0.4507042253521127,1.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6203980099502486,0.30437341333948764
1.0,0.0,1.0,1.0,0.7323943661971831,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.4567164179104478,0.40073274867297487
0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.07512437810945272,0.0008077544426494344
0.0,0.0,0.0,0.0,0.8028169014084507,1.0,1.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.6666666666666666,0.890547263681592,0.7285887375951996
0.0,1.0,0.0,0.0,0.07042253521126761,1.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.5587064676616916,0.04792291714747289
1.0,0.0,1.0,1.0,0.33802816901408456,1.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.5,1.0,0.6666666666666666,0.7179104477611941,0.24922686360489268
1.0,1.0,0.0,0.0,0.49295774647887325,1.0,1.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.7223880597014924,0.3655550426955919
1.0,1.0,0.0,0.0,0.056338028169014086,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5174129353233831,0.03612970228479114
1.0,1.0,1.0,0.0,0.23943661971830985,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.6,0.16199515347334412
1.0,0.0,0.0,0.0,0.02816901408450704,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.36716417910447763,0.016195476575121163
1.0,0.0,0.0,0.0,0.8028169014084507,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.3333333333333333,0.07014925373134329,0.1679609969997692
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.7213930348258706,0.008302561735518119
1.0,0.0,1.0,0.0,0.8450704225352113,1.0,0.0,0.5,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.755223880597015,0.6592487883683361
1.0,0.0,1.0,1.0,0.3943661971830986,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,1.0,0.023880597014925342,0.07339603046388185
0.0,0.0,0.0,1.0,0.1267605633802817,0.0,0.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5,0.0,1.0,0.21890547263681592,0.04530925455804293
0.0,1.0,1.0,0.0,0.35211267605633806,1.0,1.0,0.5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.6666666666666666,0.7522388059701491,0.2726459727671359
0.0,0.0,0.0,0.0,0.14084507042253522,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.3333333333333333,0.01791044776119402,0.025259635356565887
0.0,0.0,0.0,0.0,0.16901408450704225,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6666666666666666,0.16766169154228855,0.04930763904915764
0.0,1.0,1.0,0.0,0.36619718309859156,1.0,1.0,0.5,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.8562189054726367,0.3287502884837295
0.0,0.0,0.0,0.0,0.971830985915493,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.9323383084577114,0.8974324948072928
1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.7019900497512437,0.008077544426494346
1.0,0.0,0.0,0.0,0.323943661971831,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.02487562189054726,0.054033002538656824
0.0,0.0,1.0,0.0,0.11267605633802817,1.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.708457711442786,0.0962727902146319
1.0,0.0,1.0,0.0,0.8450704225352113,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.6233830845771144,0.5670090006923609
1.0,0.0,1.0,0.0,0.6056338028169015,0.0,0.5,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.35870646766169145,0.27367297484421876
1.0,0.0,1.0,0.0,0.9859154929577465,1.0,1.0,0.5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7462686567164178,0.7674417262866374
1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.5512437810945274,0.006329333025617356
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5194029850746269,0.005960073851834756
0.0,0.0,0.0,0.0,0.11267605633802817,1.0,0.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6199004975124378,0.07328640664666514
1.0,0.0,0.0,0.0,0.056338028169014086,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.027860696517412936,0.010968151396261252
0.0,0.0,1.0,1.0,0.619718309859155,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.025870646766169153,0.10077890606969768
0.0,0.0,1.0,1.0,0.647887323943662,0.0,0.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.41542288557213924,0.31731479344564967
1.0,0.0,1.0,1.0,0.014084507042253521,1.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.7845771144278606,0.019080313870297717
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5786069651741294,0.006646665128086776
0.0,0.0,1.0,0.0,0.16901408450704225,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.6666666666666666,0.254228855721393,0.06621855527348258
0.0,0.0,0.0,1.0,0.5070422535211268,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.020398009950248763,0.08499884606508193
0.0,0.0,0.0,0.0,0.2112676056338028,1.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5656716417910447,0.13778559889222247
0.0,0.0,0.0,0.0,0.4084507042253521,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.5,1.0,0.3333333333333333,0.6074626865671642,0.2779021463189476
1.0,1.0,0.0,0.0,0.4507042253521127,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.06616915422885569,0.09566120470805446
0.0,0.0,0.0,0.0,0.16901408450704225,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.7079601990049752,0.12849642280175397
1.0,0.0,1.0,0.0,0.2112676056338028,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.5686567164179105,0.13507962150934688
0.0,0.0,0.0,0.0,0.15492957746478872,1.0,1.0,0.5,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8104477611940298,0.14073967228248327
0.0,0.0,1.0,0.0,0.8169014084507042,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,0.6154228855721392,0.5393953381029309
1.0,1.0,0.0,1.0,0.08450704225352114,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2736318407960199,0.037549042234018004
1.0,1.0,0.0,0.0,0.014084507042253521,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5407960199004974,0.015635818139856913
1.0,0.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.2014925373134328,0.31666282021693976
0.0,0.0,1.0,1.0,0.36619718309859156,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.6666666666666666,0.062189054726368154,0.0857546734364182
1.0,0.0,0.0,0.0,0.08450704225352114,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.6666666666666666,0.009950248756218888,0.010789291483960305
1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.07114427860696515,0.2052042464804985
1.0,1.0,1.0,0.0,0.2112676056338028,1.0,1.0,0.5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.8009950248756219,0.18102354027232864
1.0,0.0,1.0,0.0,0.7042253521126761,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0,0.5,1.0,0.3333333333333333,0.7776119402985074,0.5645338102930995
1.0,0.0,0.0,0.0,0.07042253521126761,1.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.6194029850746269,0.05126355873528734
1.0,0.0,0.0,0.0,0.09859154929577466,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.6666666666666666,0.482089552238806,0.06464343411031619
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.01641791044776117,0.00012693284098776788
0.0,0.0,0.0,0.0,0.36619718309859156,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3442786069651741,0.17076505885068083
1.0,0.0,1.0,1.0,0.6338028169014085,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.3333333333333333,0.01691542288557213,0.09734594968843757
1.0,0.0,0.0,0.0,0.056338028169014086,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.5119402985074627,0.034398799907685206
0.0,0.0,0.0,0.0,0.47887323943661975,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.944776119402985,0.4494864989614586
0.0,1.0,0.0,0.0,0.1267605633802817,1.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.6601990049751243,0.09770943918762982
1.0,0.0,0.0,0.0,0.9154929577464789,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.9557213930348257,0.8498615278098315
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.6094527363184079,0.007004384952688669
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.5014925373134329,0.005752365566582045
1.0,0.0,0.0,0.0,0.9859154929577465,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.6203980099502486,0.656519732287099
1.0,0.0,1.0,1.0,0.676056338028169,1.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,0.7930348258706468,0.5653242557119778
0.0,1.0,1.0,0.0,0.8309859154929577,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9731343283582089,0.7970343872605584
1.0,1.0,0.0,0.0,0.4366197183098592,1.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.7751243781094528,0.3462324024924994
1.0,1.0,1.0,0.0,0.8450704225352113,1.0,1.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.5,1.0,0.0,0.6696517412935323,0.6038483729517655
0.0,0.0,1.0,1.0,0.5633802816901409,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.6134328358208956,0.3816524348026771
1.0,0.0,0.0,0.0,0.295774647887324,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.013432835820895522,0.046584352642510964
1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.3333333333333333,0.0681592039800995,0.20437341333948766
1.0,0.0,0.0,0.0,0.7042253521126761,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6482587064676617,0.476650126932841
0.0,0.0,1.0,1.0,0.02816901408450704,1.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.6213930348258706,0.025461573967228247
1.0,1.0,1.0,0.0,0.8873239436619719,1.0,1.0,0.5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.6666666666666666,0.7562189054726368,0.6995845834294946
0.0,1.0,0.0,0.0,0.7464788732394366,1.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.6094527363184079,0.5021290099238402
1.0,0.0,1.0,0.0,0.5492957746478874,1.0,0.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.6144278606965173,0.3634837295176552
0.0,1.0,0.0,0.0,0.16901408450704225,1.0,1.0,0.5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.8213930348258706,0.14877682898684513
0.0,0.0,1.0,1.0,0.22535211267605634,1.0,1.0,0.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.7577114427860697,0.18329102238633743
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.308955223880597,0.003519501500115393
1.0,0.0,0.0,0.0,0.2112676056338028,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,1.0,0.014427860696517386,0.03734133394876529
1.0,0.0,0.0,0.0,0.25352112676056343,1.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.553233830845771,0.16220863143318717
0.0,1.0,0.0,0.0,0.056338028169014086,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.6039800995024875,0.041495499653819524
0.0,0.0,1.0,0.0,0.8873239436619719,1.0,0.0,0.5,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.8034825870646766,0.7335564274174937
